cwe_id,cwe_name,description,extended_description,url,is_category,bad_code
cwe-949,sfp secondary cluster: faulty endpoint authentication,this category identifies software fault patterns (sfps) within the faulty endpoint authentication cluster (sfp29).,missing,https://cwe.mitre.org/data/definitions/949.html,TRUE,missing
cwe-950,sfp secondary cluster: hardcoded sensitive data,this category identifies software fault patterns (sfps) within the hardcoded sensitive data cluster (sfp33).,missing,https://cwe.mitre.org/data/definitions/950.html,TRUE,missing
cwe-951,sfp secondary cluster: insecure authentication policy,this category identifies software fault patterns (sfps) within the insecure authentication policy cluster.,missing,https://cwe.mitre.org/data/definitions/951.html,TRUE,missing
cwe-952,sfp secondary cluster: missing authentication,this category identifies software fault patterns (sfps) within the missing authentication cluster.,missing,https://cwe.mitre.org/data/definitions/952.html,TRUE,missing
cwe-953,sfp secondary cluster: missing endpoint authentication,this category identifies software fault patterns (sfps) within the missing endpoint authentication cluster (sfp30).,missing,https://cwe.mitre.org/data/definitions/953.html,TRUE,missing
cwe-954,sfp secondary cluster: multiple binds to the same port,this category identifies software fault patterns (sfps) within the multiple binds to the same port cluster (sfp32).,missing,https://cwe.mitre.org/data/definitions/954.html,TRUE,missing
cwe-955,sfp secondary cluster: unrestricted authentication,this category identifies software fault patterns (sfps) within the unrestricted authentication cluster (sfp34).,missing,https://cwe.mitre.org/data/definitions/955.html,TRUE,missing
cwe-956,sfp secondary cluster: channel attack,this category identifies software fault patterns (sfps) within the channel attack cluster.,missing,https://cwe.mitre.org/data/definitions/956.html,TRUE,missing
cwe-957,sfp secondary cluster: protocol error,this category identifies software fault patterns (sfps) within the protocol error cluster.,missing,https://cwe.mitre.org/data/definitions/957.html,TRUE,missing
cwe-958,sfp secondary cluster: broken cryptography,this category identifies software fault patterns (sfps) within the broken cryptography cluster.,missing,https://cwe.mitre.org/data/definitions/958.html,TRUE,missing
cwe-959,sfp secondary cluster: weak cryptography,this category identifies software fault patterns (sfps) within the weak cryptography cluster.,missing,https://cwe.mitre.org/data/definitions/959.html,TRUE,missing
cwe-960,sfp secondary cluster: ambiguous exception type,this category identifies software fault patterns (sfps) within the ambiguous exception type cluster (sfp5).,missing,https://cwe.mitre.org/data/definitions/960.html,TRUE,missing
cwe-961,sfp secondary cluster: incorrect exception behavior,this category identifies software fault patterns (sfps) within the incorrect exception behavior cluster (sfp6).,missing,https://cwe.mitre.org/data/definitions/961.html,TRUE,missing
cwe-962,sfp secondary cluster: unchecked status condition,this category identifies software fault patterns (sfps) within the unchecked status condition cluster (sfp4).,missing,https://cwe.mitre.org/data/definitions/962.html,TRUE,missing
cwe-963,sfp secondary cluster: exposed data,this category identifies software fault patterns (sfps) within the exposed data cluster (sfp23).,missing,https://cwe.mitre.org/data/definitions/963.html,TRUE,missing
cwe-964,sfp secondary cluster: exposure temporary file,this category identifies software fault patterns (sfps) within the exposure temporary file cluster.,missing,https://cwe.mitre.org/data/definitions/964.html,TRUE,missing
cwe-965,sfp secondary cluster: insecure session management,this category identifies software fault patterns (sfps) within the insecure session management cluster.,missing,https://cwe.mitre.org/data/definitions/965.html,TRUE,missing
cwe-966,sfp secondary cluster: other exposures,this category identifies software fault patterns (sfps) within the other exposures cluster.,missing,https://cwe.mitre.org/data/definitions/966.html,TRUE,missing
cwe-967,sfp secondary cluster: state disclosure,this category identifies software fault patterns (sfps) within the state disclosure cluster.,missing,https://cwe.mitre.org/data/definitions/967.html,TRUE,missing
cwe-968,sfp secondary cluster: covert channel,this category identifies software fault patterns (sfps) within the covert channel cluster.,missing,https://cwe.mitre.org/data/definitions/968.html,TRUE,missing
cwe-969,sfp secondary cluster: faulty memory release,this category identifies software fault patterns (sfps) within the faulty memory release cluster (sfp12).,missing,https://cwe.mitre.org/data/definitions/969.html,TRUE,missing
cwe-970,sfp secondary cluster: faulty buffer access,this category identifies software fault patterns (sfps) within the faulty buffer access cluster (sfp8).,missing,https://cwe.mitre.org/data/definitions/970.html,TRUE,missing
cwe-971,sfp secondary cluster: faulty pointer use,this category identifies software fault patterns (sfps) within the faulty pointer use cluster (sfp7).,missing,https://cwe.mitre.org/data/definitions/971.html,TRUE,missing
cwe-972,sfp secondary cluster: faulty string expansion,this category identifies software fault patterns (sfps) within the faulty string expansion cluster (sfp9).,missing,https://cwe.mitre.org/data/definitions/972.html,TRUE,missing
cwe-973,sfp secondary cluster: improper null termination,this category identifies software fault patterns (sfps) within the improper null termination cluster (sfp11).,missing,https://cwe.mitre.org/data/definitions/973.html,TRUE,missing
cwe-974,sfp secondary cluster: incorrect buffer length computation,this category identifies software fault patterns (sfps) within the incorrect buffer length computation cluster (sfp10).,missing,https://cwe.mitre.org/data/definitions/974.html,TRUE,missing
cwe-975,sfp secondary cluster: architecture,this category identifies software fault patterns (sfps) within the architecture cluster.,missing,https://cwe.mitre.org/data/definitions/975.html,TRUE,missing
cwe-976,sfp secondary cluster: compiler,this category identifies software fault patterns (sfps) within the compiler cluster.,missing,https://cwe.mitre.org/data/definitions/976.html,TRUE,missing
cwe-977,sfp secondary cluster: design,this category identifies software fault patterns (sfps) within the design cluster.,missing,https://cwe.mitre.org/data/definitions/977.html,TRUE,missing
cwe-978,sfp secondary cluster: implementation,this category identifies software fault patterns (sfps) within the implementation cluster.,missing,https://cwe.mitre.org/data/definitions/978.html,TRUE,missing
cwe-979,sfp secondary cluster: failed chroot jail,this category identifies software fault patterns (sfps) within the failed chroot jail cluster (sfp17).,missing,https://cwe.mitre.org/data/definitions/979.html,TRUE,missing
cwe-980,sfp secondary cluster: link in resource name resolution,this category identifies software fault patterns (sfps) within the link in resource name resolution cluster (sfp18).,missing,https://cwe.mitre.org/data/definitions/980.html,TRUE,missing
cwe-981,sfp secondary cluster: path traversal,this category identifies software fault patterns (sfps) within the path traversal cluster (sfp16).,missing,https://cwe.mitre.org/data/definitions/981.html,TRUE,missing
cwe-982,sfp secondary cluster: failure to release resource,this category identifies software fault patterns (sfps) within the failure to release resource cluster (sfp14).,missing,https://cwe.mitre.org/data/definitions/982.html,TRUE,missing
cwe-983,sfp secondary cluster: faulty resource use,this category identifies software fault patterns (sfps) within the faulty resource use cluster (sfp15).,missing,https://cwe.mitre.org/data/definitions/983.html,TRUE,missing
cwe-984,sfp secondary cluster: life cycle,this category identifies software fault patterns (sfps) within the life cycle cluster.,missing,https://cwe.mitre.org/data/definitions/984.html,TRUE,missing
cwe-985,sfp secondary cluster: unrestricted consumption,this category identifies software fault patterns (sfps) within the unrestricted consumption cluster (sfp13).,missing,https://cwe.mitre.org/data/definitions/985.html,TRUE,missing
cwe-986,sfp secondary cluster: missing lock,this category identifies software fault patterns (sfps) within the missing lock cluster (sfp19).,missing,https://cwe.mitre.org/data/definitions/986.html,TRUE,missing
cwe-987,sfp secondary cluster: multiple locks/unlocks,this category identifies software fault patterns (sfps) within the multiple locks/unlocks cluster (sfp21).,missing,https://cwe.mitre.org/data/definitions/987.html,TRUE,missing
cwe-988,sfp secondary cluster: race condition window,this category identifies software fault patterns (sfps) within the race condition window cluster (sfp20).,missing,https://cwe.mitre.org/data/definitions/988.html,TRUE,missing
cwe-989,sfp secondary cluster: unrestricted lock,this category identifies software fault patterns (sfps) within the unrestricted lock cluster (sfp22).,missing,https://cwe.mitre.org/data/definitions/989.html,TRUE,missing
cwe-990,sfp secondary cluster: tainted input to command,this category identifies software fault patterns (sfps) within the tainted input to command cluster (sfp24).,missing,https://cwe.mitre.org/data/definitions/990.html,TRUE,missing
cwe-991,sfp secondary cluster: tainted input to environment,this category identifies software fault patterns (sfps) within the tainted input to environment cluster (sfp27).,missing,https://cwe.mitre.org/data/definitions/991.html,TRUE,missing
cwe-992,sfp secondary cluster: faulty input transformation,this category identifies software fault patterns (sfps) within the faulty input transformation cluster.,missing,https://cwe.mitre.org/data/definitions/992.html,TRUE,missing
cwe-993,sfp secondary cluster: incorrect input handling,this category identifies software fault patterns (sfps) within the incorrect input handling cluster.,missing,https://cwe.mitre.org/data/definitions/993.html,TRUE,missing
cwe-994,sfp secondary cluster: tainted input to variable,this category identifies software fault patterns (sfps) within the tainted input to variable cluster (sfp25).,missing,https://cwe.mitre.org/data/definitions/994.html,TRUE,missing
cwe-995,sfp secondary cluster: feature,this category identifies software fault patterns (sfps) within the feature cluster.,missing,https://cwe.mitre.org/data/definitions/995.html,TRUE,missing
cwe-996,sfp secondary cluster: security,this category identifies software fault patterns (sfps) within the security cluster.,missing,https://cwe.mitre.org/data/definitions/996.html,TRUE,missing
cwe-997,sfp secondary cluster: information loss,this category identifies software fault patterns (sfps) within the information loss cluster.,missing,https://cwe.mitre.org/data/definitions/997.html,TRUE,missing
cwe-998,sfp secondary cluster: glitch in computation,this category identifies software fault patterns (sfps) within the glitch in computation cluster (sfp1).,missing,https://cwe.mitre.org/data/definitions/998.html,TRUE,missing
cwe-109,struts: validator turned off,"automatic filtering via a struts bean has been turned off, which disables the struts validator and custom validation logic. this exposes the application to other weaknesses related to insufficient input validation.",missing,https://cwe.mitre.org/data/definitions/109.html,FALSE,"(bad code) example language: xml  <action path=""/download""type=""com.website.d2.action.downloadaction""name=""downloadform""scope=""request""input="".download""validate=""false""></action>"
cwe-11,asp.net misconfiguration: creating debug binary,debugging messages help attackers learn about the system and plan a form of attack.,asp .net applications can be configured to produce debug binaries. these binaries give detailed debugging messages and should not be used in production environments. debug binaries are meant to be used in a development or testing environment and can pose a security risk if they are deployed to production.,https://cwe.mitre.org/data/definitions/11.html,FALSE,"(bad code) example language: xml  <?xml version=""1.0"" encoding=""utf-8"" ?><configuration><system.web><compilationdefaultlanguage=""c#""debug=""true""/>...</system.web></configuration>"
cwe-103,struts: incomplete validate() method definition,"the product has a validator form that either does not define a validate() method, or defines a validate() method but does not call super.validate().","if the code does not call super.validate(), the validation framework cannot check the contents of the form against a validation form. in other words, the validation framework will be disabled for the given form.",https://cwe.mitre.org/data/definitions/103.html,FALSE,"(bad code) example language: java  public class registrationform extends org.apache.struts.validator.validatorform { // private variables for registration formprivate string name;private string email;... public registrationform() {super();} public actionerrors validate(actionmapping mapping, httpservletrequest request) {actionerrors errors = new actionerrors();if (getname() == null || getname().length() < 1) {errors.add(""name"", new actionmessage(""error.name.required""));}return errors;} // getter and setter methods for private variables... }"
cwe-104,struts: form bean does not extend validation class,"if a form bean does not extend an actionform subclass of the validator framework, it can expose the application to other weaknesses related to insufficient input validation.",missing,https://cwe.mitre.org/data/definitions/104.html,FALSE,(bad code) example language: java  public class registrationform extends org.apache.struts.action.actionform { // private variables for registration formprivate string name;private string email;... public registrationform() {super();} // getter and setter methods for private variables... }
cwe-102,struts: duplicate validation forms,"the product uses multiple validation forms with the same name, which might cause the struts validator to validate a form that the programmer does not expect.","if two validation forms have the same name, the struts validator arbitrarily chooses one of the forms to use for input validation and discards the other. this decision might not correspond to the programmer's expectations, possibly leading to resultant weaknesses. moreover, it indicates that the validation logic is not up-to-date, and can indicate that other, more subtle validation errors are present.",https://cwe.mitre.org/data/definitions/102.html,FALSE,"(bad code) example language: xml  <form-validation> <formset> <form name=""projectform""> ... </form> <form name=""projectform""> ... </form> </formset> </form-validation>"
cwe-106,struts: plug-in framework not in use,"when an application does not use an input validation framework such as the struts validator, there is a greater risk of introducing weaknesses related to insufficient input validation.",missing,https://cwe.mitre.org/data/definitions/106.html,FALSE,(bad code) example language: java  public class registrationform extends org.apache.struts.action.actionform { // private variables for registration form private string name;private string email;... public registrationform() {super();} // getter and setter methods for private variables ... }
cwe-602,client-side enforcement of server-side security,the product is composed of a server that relies on the client to implement a mechanism that is intended to protect the server.,"when the server relies on protection mechanisms placed on the client side, an attacker can modify the client-side behavior to bypass the protection mechanisms, resulting in potentially unexpected interactions between the client and server. the consequences will vary, depending on what the mechanisms are trying to protect.",https://cwe.mitre.org/data/definitions/602.html,FALSE,"(bad code)   $sock = acceptsocket(1234);($cmd, $args) = parseclientrequest($sock);if ($cmd eq ""auth"") { ($username, $pass) = split(/\s+/, $args, 2);$result = authenticateuser($username, $pass);writesocket($sock, ""$result\n""); # does not close the socket on failure; assumes the # user will try again }elsif ($cmd eq ""change-address"") {if (validateaddress($args)) {$res = updatedatabaserecord($username, ""address"", $args);writesocket($sock, ""success\n"");}else {writesocket($sock, ""failure -- address is malformed\n"");}}"
cwe-250,execution with unnecessary privileges,"the product performs an operation at a privilege level that is higher than the minimum level required, which creates new weaknesses or amplifies the consequences of other weaknesses.",missing,https://cwe.mitre.org/data/definitions/250.html,FALSE,"(bad code) example language: python  def makenewuserdir(username): if invalidusername(username): #avoid cwe-22 and cwe-78 print('usernames cannot contain invalid characters')return false try:raiseprivileges()os.mkdir('/home/' + username)lowerprivileges() except oserror:print('unable to create new user directory for user:' + username)return false return true (bad code) example language: c  chroot(app_home);chdir(""/"");file* data = fopen(argv[1], ""r+"");... (bad code) example language: java  locationclient = new locationclient(this, this, this);locationclient.connect();location usercurrlocation;usercurrlocation = locationclient.getlastlocation();settimezone(usercurrlocation); (bad code) example language: xml  <uses-permission android:name=""android.permission.access_fine_location""/> (bad code) example language: java  locationclient = new locationclient(this, this, this);locationclient.connect();location usercurrlocation;usercurrlocation = locationclient.getlastlocation();derivestatefromcoords(usercurrlocation);"
cwe-94,improper control of generation of code ('code injection'),"the product constructs all or part of a code segment using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the syntax or behavior of the intended code segment.",missing,https://cwe.mitre.org/data/definitions/94.html,FALSE,"(bad code) example language: php  $messagefile = ""messages.out"";if ($_get[""action""] == ""newmessage"") {$name = $_get[""name""];$message = $_get[""message""];$handle = fopen($messagefile, ""a+"");fwrite($handle, ""<b>$name</b> says '$message'<hr>\n"");fclose($handle);echo ""message saved!<p>\n"";}else if ($_get[""action""] == ""viewmessages"") {include($messagefile);} (bad code) example language: perl  use cgi qw(:standard); sub config_file_add_key { my ($fname, $key, $arg) = @_; # code to add a field/key to a file goes here } sub config_file_set_key { my ($fname, $key, $arg) = @_; # code to set key to a particular file goes here } sub config_file_delete_key { my ($fname, $key, $arg) = @_; # code to delete key from a particular file goes here } sub handleconfigaction { my ($fname, $action) = @_;my $key = param('key');my $val = param('val'); # this is super-efficient code, especially if you have to invoke # any one of dozens of different functions! my $code = ""config_file_$action_key(\$fname, \$key, \$val);"";eval($code); } $configfile = ""/home/cwe/config.txt"";print header;if (defined(param('action'))) {handleconfigaction($configfile, param('action'));}else {print ""no action specified!\n"";} (bad code) example language: python  def main(): sum = 0 numbers = eval(input(""enter a space-separated list of numbers: "")) for num in numbers: sum = sum + num print(f""sum of {numbers} = {sum}"") main()"
cwe-116,improper encoding or escaping of output,"the product prepares a structured message for communication with another component, but encoding or escaping of the data is either missing or done incorrectly. as a result, the intended structure of the message is not preserved.",missing,https://cwe.mitre.org/data/definitions/116.html,FALSE,"(bad code) example language: jsp  <% string email = request.getparameter(""email""); %>...email address: <%= email %> (bad code) example language: perl  $inputstring = readlinefromfilehandle($serverfh); # generate an array of strings separated by the ""|"" character. @commands = split(/\|/, $inputstring); foreach $cmd (@commands) { # separate the operator from its arguments based on a single whitespace ($operator, $args) = split(/ /, $cmd, 2); $args = urldecode($args);if ($operator eq ""ban"") {executeban($args);}elsif ($operator eq ""say"") {executesay($args);}} (bad code) example language: perl  $inputstring = getuntrustedargument(""command"");($cmd, $argstr) = split(/\s+/, $inputstring, 2); # removes extra whitespace and also changes crlf's to spaces $argstr =~ s/\s+/ /gs; $argstr = urlencode($argstr);if (($cmd eq ""ban"") && (! isadministrator($username))) {die ""error: you are not the admin.\n"";} # communicate with file server using a file handle $fh = getserverfilehandle(""myserver""); print $fh ""$cmd $argstr\n""; (bad code) example language: perl  sub getuntrustedinput {return($argv[0]);} sub encode {my($str) = @_;$str =~ s/\&/\&amp;/gs;$str =~ s/\""/\&quot;/gs;$str =~ s/\'/\&apos;/gs;$str =~ s/\</\&lt;/gs;$str =~ s/\>/\&gt;/gs;return($str);} sub doit {my $uname = encode(getuntrustedinput(""username""));print ""<b>welcome, $uname!</b><p>\n"";system(""cd /home/$uname; /bin/ls -l""); }"
cwe-259,use of hard-coded password,"the product contains a hard-coded password, which it uses for its own inbound authentication or for outbound communication to external components.",missing,https://cwe.mitre.org/data/definitions/259.html,FALSE,"(bad code) example language: java  ...drivermanager.getconnection(url, ""scott"", ""tiger"");... (bad code) example language: c  int verifyadmin(char *password) { if (strcmp(password, ""mew!"")) { printf(""incorrect password!\n"");return(0) }printf(""entering diagnostic mode...\n"");return(1); } (bad code) example language: java  int verifyadmin(string password) {if (!password.equals(""mew!"")) {return(0)}//diagnostic modereturn(1);} (bad code) example language: java  # java web app resourcebundle properties file ...webapp.ldap.username=secretusernamewebapp.ldap.password=secretpassword... (bad code) example language: asp.net  ...<connectionstrings><add name=""ud_dev"" connectionstring=""connectdb=udb; uid=db2admin; pwd=password; dbalias=udb;"" providername=""system.data.odbc"" /></connectionstrings>..."
cwe-642,external control of critical state data,"the product stores security-critical state information about its users, or the product itself, in a location that is accessible to unauthorized actors.",missing,https://cwe.mitre.org/data/definitions/642.html,FALSE,"(bad code) example language: java  cookie[] cookies = request.getcookies();for (int i =0; i< cookies.length; i++) {cookie c = cookies[i];if (c.getname().equals(""authenticated"") && boolean.true.equals(c.getvalue())) {authenticated = true;}} (bad code) example language: java  string rname = request.getparameter(""reportname"");file rfile = new file(""/usr/local/apfr/reports/"" + rname);...rfile.delete(); (bad code) example language: java  fis = new fileinputstream(cfg.getproperty(""sub"")+"".txt"");amt = fis.read(arr);out.println(arr); (bad code) example language: c  #define dir ""/restricted/directory"" char cmd[500];sprintf(cmd, ""ls -l %480s"", dir); /* raise privileges to those needed for accessing dir. */ raiseprivileges(...);system(cmd);dropprivileges(...);... (bad code) example language: perl  $env{""homedir""} = ""/home/mydir/public/"";my $stream = acceptuntrustedinputstream();while (<$stream>) { chomp;if (/^env ([\w\_]+) (.*)/) {$env{$1} = $2;}elsif (/^quit/) { ... }elsif (/^list/) {open($fh, ""/bin/ls -l $env{homedir}|"");while (<$fh>) {sendoutput($stream, ""fileinfo: $_"");}close($fh);} }"
cwe-404,improper resource shutdown or release,the product does not release or incorrectly releases a resource before it is made available for re-use.,"when a resource is created or allocated, the developer is responsible for properly releasing the resource as well as accounting for all potential paths of expiration or invalidation, such as a set period of time or revocation.",https://cwe.mitre.org/data/definitions/404.html,FALSE,"(bad code) example language: java  private void processfile(string fname){bufferreader fil = new bufferreader(new filereader(fname));string line;while ((line = fil.readline()) != null){processline(line);}} (bad code) example language: java  try {connection con = drivermanager.getconnection(some_connection_string);}catch ( exception e ) {log( e );} (bad code) example language: c#  ...sqlconnection conn = new sqlconnection(connstring);sqlcommand cmd = new sqlcommand(querystring);cmd.connection = conn;conn.open();sqldatareader rdr = cmd.executereader();harvestresults(rdr);conn.connection.close();... (bad code) example language: c  int decodefile(char* fname) { char buf[buf_sz];file* f = fopen(fname, ""r"");if (!f) {printf(""cannot open %s\n"", fname);return decode_fail;}else { while (fgets(buf, buf_sz, f)) {if (!checkchecksum(buf)) {return decode_fail;}else {decodeblock(buf);}} }fclose(f);return decode_success; } (bad code) example language: c++  class a {void foo();};void a::foo(){int *ptr;ptr = (int*)malloc(sizeof(int));delete ptr;} (bad code) example language: c++  class a{void foo(bool);};void a::foo(bool heap) {int localarray[2] = {11,22};int *p = localarray;if (heap){p = new int[2];}delete[] p;}"
cwe-330,use of insufficiently random values,the product uses insufficiently random numbers or values in a security context that depends on unpredictable numbers.,"when product generates predictable values in a context requiring unpredictability, it may be possible for an attacker to guess the next value that will be generated, and use this guess to impersonate another user or access sensitive information.",https://cwe.mitre.org/data/definitions/330.html,FALSE,"(bad code) example language: php  function generatesessionid($userid){srand($userid);return rand();} (bad code) example language: java  string generatereceipturl(string baseurl) {random rangen = new random();rangen.setseed((new date()).gettime());return(baseurl + rangen.nextint(400000000) + "".html"");}"
cwe-73,external control of file name or path,the product allows user input to control or influence paths or file names that are used in filesystem operations.,missing,https://cwe.mitre.org/data/definitions/73.html,FALSE,"(bad code) example language: java  string rname = request.getparameter(""reportname"");file rfile = new file(""/usr/local/apfr/reports/"" + rname);...rfile.delete(); (bad code) example language: java  fis = new fileinputstream(cfg.getproperty(""sub"")+"".txt"");amt = fis.read(arr);out.println(arr);"
cwe-665,improper initialization,"the product does not initialize or incorrectly initializes a resource, which might leave the resource in an unexpected state when it is accessed or used.","this can have security implications when the associated resource is expected to have certain properties or values, such as a variable that determines whether a user has been authenticated or not.",https://cwe.mitre.org/data/definitions/665.html,FALSE,"(bad code) example language: java  private boolean initialized = true;public void somemethod() { if (!initialized) { // perform initialization tasks ... initialized = true; } (bad code) example language: perl  $username = getcurrentuser();$state = getstatedata($username);if (defined($state)) {$uid = extractuserid($state);} # do stuff if ($uid == 0) {doadminthings();} (bad code) example language: c  char str[20];strcat(str, ""hello world"");printf(""%s"", str);"
cwe-209,generation of error message containing sensitive information,"the product generates an error message that includes sensitive information about its environment, users, or associated data.",missing,https://cwe.mitre.org/data/definitions/209.html,FALSE,"(bad code) example language: java  try {/.../}catch (exception e) {system.out.println(e);} (bad code) example language: php  try {opendbconnection();} //print exception message that includes exception message and configuration file location catch (exception $e) {echo 'caught exception: ', $e->getmessage(), '\n';echo 'check credentials in config file at: ', $mysql_config_location, '\n';} (bad code) example language: perl  $configdir = ""/home/myprog/config"";$uname = getuserinput(""username""); # avoid cwe-22, cwe-78, others. exiterror(""bad hacker!"") if ($uname !~ /^\w+$/);$file = ""$configdir/$uname.txt"";if (! (-e $file)) {exiterror(""error: $file does not exist"");}... (bad code) example language: java  public bankaccount getuserbankaccount(string username, string accountnumber) { bankaccount useraccount = null;string query = null;try {if (isauthorizeduser(username)) {query = ""select * from accounts where owner = ""+ username + "" and accountid = "" + accountnumber;databasemanager dbmanager = new databasemanager();connection conn = dbmanager.getconnection();statement stmt = conn.createstatement();resultset queryresult = stmt.executequery(query);useraccount = (bankaccount)queryresult.getobject(accountnumber);}} catch (sqlexception ex) {string logmessage = ""unable to retrieve account information from database,\nquery: "" + query;logger.getlogger(bankmanager.class.getname()).log(level.severe, logmessage, ex);}return useraccount; }"
cwe-426,untrusted search path,the product searches for critical resources using an externally-supplied search path that can point to resources that are not under the product's direct control.,missing,https://cwe.mitre.org/data/definitions/426.html,FALSE,"(bad code) example language: c  #define dir ""/restricted/directory"" char cmd[500];sprintf(cmd, ""ls -l %480s"", dir); /* raise privileges to those needed for accessing dir. */ raiseprivileges(...);system(cmd);dropprivileges(...);... (bad code) example language: java  ...string home = system.getproperty(""apphome"");string cmd = home + initcmd;java.lang.runtime.getruntime().exec(cmd);... (bad code) example language: php  //assume getcurrentuser() returns a username that is guaranteed to be alphanumeric (avoiding cwe-78) $username = getcurrentuser();$command = 'ps aux | grep ' . $username;system($command); (bad code) example language: java  ...system.runtime.getruntime().exec(""make"");..."
cwe-319,cleartext transmission of sensitive information,the product transmits sensitive or security-critical data in cleartext in a communication channel that can be sniffed by unauthorized actors.,missing,https://cwe.mitre.org/data/definitions/319.html,FALSE,"(bad code) example language: java  try {url u = new url(""http://www.secret.example.org/"");httpurlconnection hu = (httpurlconnection) u.openconnection();hu.setrequestmethod(""put"");hu.connect();outputstream os = hu.getoutputstream();hu.disconnect();}catch (ioexception e) { //... } (bad code) example language: json  { ""name"": ""{storageaccountname}"", ""enablehttpstrafficonly"": false, ""type"": ""microsoft.storage/storageaccounts"" }"
cwe-352,cross-site request forgery (csrf),"the web application does not, or can not, sufficiently verify whether a well-formed, valid, consistent request was intentionally provided by the user who submitted the request.","when a web server is designed to receive a request from a client without any mechanism for verifying that it was intentionally sent, then it might be possible for an attacker to trick a client into making an unintentional request to the web server which will be treated as an authentic request. this can be done via a url, image load, xmlhttprequest, etc. and can result in exposure of data or unintended code execution.",https://cwe.mitre.org/data/definitions/352.html,FALSE,"(bad code) example language: html  <form action=""/url/profile.php"" method=""post""><input type=""text"" name=""firstname""/><input type=""text"" name=""lastname""/><br/><input type=""text"" name=""email""/><input type=""submit"" name=""submit"" value=""update""/></form> (bad code) example language: php  // initiate the session in order to validate sessions session_start(); //if the session is registered to a valid user then allow update if (! session_is_registered(""username"")) { echo ""invalid session detected!""; // redirect user to login page [...] exit; } // the user session is valid, so process the request // and update the information update_profile(); function update_profile { // read in the data from $post and send an update // to the database sendupdatetodatabase($_session['username'], $_post['email']);[...]echo ""your profile has been successfully updated.""; }"
cwe-494,download of code without integrity check,the product downloads source code or an executable from a remote location and executes the code without sufficiently verifying the origin and integrity of the code.,"an attacker can execute malicious code by compromising the host server, performing dns spoofing, or modifying the code in transit.",https://cwe.mitre.org/data/definitions/494.html,FALSE,"(bad code) example language: java  url[] classurls= new url[]{new url(""file:subdir/"")};urlclassloader loader = new urlclassloader(classurls);class loadedclass = class.forname(""loadme"", true, loader); (bad code) example language: php  //assume the password is already encrypted, avoiding cwe-312 function authenticate($username,$password){ include(""http://external.example.com/dbinfo.php""); //dbinfo.php makes $dbhost, $dbuser, $dbpass, $dbname available mysql_connect($dbhost, $dbuser, $dbpass) or die ('error connecting to mysql');mysql_select_db($dbname);$query = 'select * from users where username='.$username.' and password='.$password;$result = mysql_query($query); if(mysql_numrows($result) == 1){mysql_close();return true;}else{mysql_close();return false;} }"
cwe-117,improper output neutralization for logs,the product does not neutralize or incorrectly neutralizes output that is written to logs.,missing,https://cwe.mitre.org/data/definitions/117.html,FALSE,"(bad code) example language: java  string val = request.getparameter(""val"");try { int value = integer.parseint(val); }catch (numberformatexception) {log.info(""failed to parse val = "" + val);}..."
cwe-285,improper authorization,the product does not perform or incorrectly performs an authorization check when an actor attempts to access a resource or perform an action.,missing,https://cwe.mitre.org/data/definitions/285.html,FALSE,"(bad code) example language: php  function runemployeequery($dbname, $name){mysql_select_db($dbname,$globaldbhandle) or die(""could not open database"".$dbname); //use a prepared statement to avoid cwe-89 $preparedstatement = $globaldbhandle->prepare('select * from employees where name = :name');$preparedstatement->execute(array(':name' => $name));return $preparedstatement->fetchall();} /.../ $employeerecord = runemployeequery('employeedb',$_get['employeename']); (bad code) example language: perl  sub displayprivatemessage {my($id) = @_;my $message = lookupmessageobject($id);print ""from: "" . encodehtml($message->{from}) . ""<br>\n"";print ""subject: "" . encodehtml($message->{subject}) . ""\n"";print ""<hr>\n"";print ""body: "" . encodehtml($message->{body}) . ""\n"";} my $q = new cgi; # for purposes of this example, assume that cwe-309 and # cwe-523 do not apply. if (! authenticateuser($q->param('username'), $q->param('password'))) {exiterror(""invalid username or password"");} my $id = $q->param('id');displayprivatemessage($id);"
cwe-682,incorrect calculation,the product performs a calculation that generates incorrect or unintended results that are later used in security-critical decisions or resource management.,"when product performs a security-critical calculation incorrectly, it might lead to incorrect resource allocations, incorrect privilege assignments, or failed comparisons among other things. many of the direct results of an incorrect calculation can lead to even larger problems such as failed protection mechanisms or even arbitrary code execution.",https://cwe.mitre.org/data/definitions/682.html,FALSE,"(bad code) example language: c  img_t table_ptr; /*struct containing img data, 10kb each*/int num_imgs;...num_imgs = get_num_imgs();table_ptr = (img_t*)malloc(sizeof(img_t)*num_imgs);... (bad code) example language: java  ...int touchdowns = team.gettouchdowns();int yardsgained = team.gettotalyardage();system.out.println(team.getname() + "" averages "" + yardsgained / touchdowns + ""yards gained for every touchdown scored"");... (bad code) example language: c  int *p = x;char * second_char = (char *)(p + 1);"
